3 Phase Voltage in Volts,3 Phase Current in Amps,Poles,Frequency in Hz,Power Factor,Temperature in Celcius,% Load,Angular Velocity in rad/sec,Motor Age in Yrs,Efficiency,Reliability,Life Cycle in Yrs
402.7,9.9,3,50,0.6,11,86,88,0,90.84,Strongly,8
464.6,11.8,2,50,0.6,12,96,84,2,82.72,Moderately,5
475.2,8,2,50,0.8,70,76,89,1,85.44,Moderately,6
471.2,10.6,3,49,0.8,32,118,89,0,90.36,Strongly,8
470.3,10.5,3,50,0.5,65,77,102,1,86.12,Moderately,6
456.9,9,3,49,0.6,73,67,114,0,92.12,Strongly,9
455.7,7.4,3,50,0.7,13,116,81,3,81.07,Moderately,4
434.9,12.2,2,50,0.6,19,53,84,0,89.74,Moderately,8
476.9,11.4,2,50,0.8,36,67,87,0,88.59,Moderately,7
458.1,10.5,2,50,0.8,75,69,118,1,85.58,Moderately,6
452.5,8.2,3,49,0.6,73,58,90,0,90.27,Strongly,8
422.4,12.9,2,49,0.6,70,84,82,1,83.99,Moderately,5
412.5,12.2,2,49,0.6,24,93,114,0,89.37,Moderately,8
411.5,12.9,3,49,0.5,63,52,96,2,83.41,Moderately,5
449.4,12.8,2,49,0.7,67,68,88,3,79.54,Weekly,3
476.1,11.7,2,49,0.7,12,77,118,0,89.63,Moderately,8
452.1,7.2,2,49,0.8,34,56,101,1,85.07,Moderately,6
418.1,9.9,2,49,0.7,14,63,110,1,84.94,Moderately,6
427.2,11,3,49,0.6,20,100,96,3,81.92,Moderately,4
447.9,11.3,2,50,0.5,51,51,99,0,89.39,Moderately,8
405.9,7.3,3,49,0.6,74,97,114,3,83.21,Moderately,5
424,7.6,2,49,0.5,38,93,103,1,86.95,Moderately,7
470.3,9.5,2,49,0.6,18,75,109,1,85.55,Moderately,6
451,12.9,3,49,0.6,79,100,101,1,86.01,Moderately,6
427.6,8.4,2,50,0.5,25,112,89,2,83.51,Moderately,5
410.3,10.6,2,49,0.5,68,67,98,0,90.28,Strongly,8
405.3,10,2,49,0.8,26,92,115,2,81.98,Moderately,4
417.4,8.1,2,50,0.8,28,84,80,0,88.73,Moderately,8
429.8,12.4,3,50,0.6,15,58,84,0,89.34,Moderately,8
412.6,8.9,3,50,0.6,32,50,86,1,85.36,Moderately,6
401.6,11.6,3,49,0.6,49,76,107,1,86.36,Moderately,6
423.3,8.3,3,49,0.8,48,116,103,1,85.46,Moderately,6
407.4,10.6,3,49,0.8,72,79,117,3,81.58,Moderately,4
465.9,12.5,3,50,0.5,23,111,81,0,90.7,Strongly,8
442.2,9.6,3,50,0.8,68,84,109,2,83.5,Moderately,5
478.6,11.7,2,50,0.5,34,91,98,0,89.53,Moderately,8
448.9,12.9,2,49,0.7,70,69,93,0,88.55,Moderately,7
447.4,10.4,2,50,0.6,45,87,116,2,82.46,Moderately,5
415.3,8.9,3,49,0.7,47,110,114,3,82.43,Moderately,5
430.5,9.7,3,50,0.5,26,67,102,2,84.73,Moderately,6
437.5,10.6,3,49,0.8,24,76,115,1,85.55,Moderately,6
402,8.2,2,49,0.8,38,61,97,0,90.02,Strongly,8
453.9,8.4,2,49,0.6,50,54,95,1,85.06,Moderately,6
477.6,11.7,2,50,0.6,60,72,98,3,80.05,Moderately,3
416.3,11.4,2,49,0.7,20,113,83,2,82.43,Moderately,5
453.2,10.3,3,50,0.5,34,73,112,2,85.1,Moderately,6
460.8,9.4,2,50,0.7,68,103,100,0,90.11,Strongly,8
418.5,7,2,50,0.6,76,56,95,3,80.52,Moderately,4
456.8,10.6,2,50,0.8,19,66,82,3,79.63,Weekly,3
404.8,9.3,2,49,0.7,62,87,98,1,85.46,Moderately,6
404.5,10.5,2,50,0.6,44,88,107,1,84.74,Moderately,6
419.5,12.2,2,49,0.7,25,61,103,0,88.89,Moderately,8
404.8,12.5,3,50,0.6,13,50,102,2,82.52,Moderately,5
421.2,12,3,49,0.6,29,104,102,1,86.37,Moderately,6
423.7,12.8,3,50,0.5,74,88,111,3,81.01,Moderately,4
410.9,11,2,49,0.5,32,53,117,0,91.02,Strongly,9
417,10.2,3,49,0.8,48,115,119,3,81.92,Moderately,4
473,7,2,50,0.8,27,97,93,2,83.25,Moderately,5
438.6,9.7,2,50,0.7,47,94,106,0,89.22,Moderately,8
447.5,12.6,3,50,0.8,67,101,98,0,89.99,Moderately,8
428.5,9.5,3,50,0.7,34,57,80,3,81.27,Moderately,4
429.1,11.4,2,49,0.6,45,114,87,0,88.8,Moderately,8
443.3,9.3,3,50,0.8,44,53,108,2,83.7,Moderately,5
477.9,12.1,2,49,0.8,33,101,99,3,79.8,Weekly,3
410,12.8,2,50,0.6,10,77,87,0,88.71,Moderately,8
400.2,10.8,2,49,0.6,68,101,105,0,89.07,Moderately,8
408.8,10,2,50,0.5,32,109,100,0,89.6,Moderately,8
475,12.8,2,50,0.7,40,77,99,2,82.62,Moderately,5
401.6,9.8,2,49,0.5,68,74,82,1,84.47,Moderately,6
479.7,10,3,49,0.6,42,65,116,3,82.13,Moderately,4
434.2,11.9,2,50,0.5,19,55,85,2,81.85,Moderately,4
477.5,12.1,3,49,0.6,60,50,112,2,83.04,Moderately,5
470.5,7.3,3,50,0.8,53,61,109,0,91.81,Strongly,9
419.2,7.8,2,50,0.6,41,116,110,1,85.53,Moderately,6
444.3,8.1,3,49,0.7,34,66,102,3,82.52,Moderately,5
424.3,11.6,2,50,0.5,24,84,97,2,83.12,Moderately,5
424,11,2,50,0.5,53,64,90,2,81.89,Moderately,4
434.9,8.5,3,49,0.7,48,96,91,0,90.91,Strongly,8
460.9,11.1,3,50,0.5,62,69,107,1,87.14,Moderately,7
467.4,10.1,2,50,0.6,77,83,118,1,86.19,Moderately,6
474.7,8.1,2,49,0.7,21,84,95,2,82.38,Moderately,5
423.7,9.1,3,50,0.7,62,103,94,3,80.57,Moderately,4
423.6,9.7,3,49,0.6,70,62,94,0,90.85,Strongly,8
471.1,7.5,3,50,0.6,39,67,88,0,90.79,Strongly,8
469.9,7.5,3,50,0.8,61,88,113,1,87.23,Moderately,7
412.2,10.5,3,49,0.8,37,85,88,0,90.09,Strongly,8
431.5,9.7,2,50,0.8,38,111,83,1,85.1,Moderately,6
463,8.1,3,49,0.7,24,63,101,2,83.53,Moderately,5
413.4,7.2,2,50,0.6,12,96,103,0,90.25,Strongly,8
427.3,12,2,50,0.5,30,77,116,3,81.73,Moderately,4
478.3,11.2,3,50,0.7,66,108,116,2,82.86,Moderately,5
464.5,10.8,2,49,0.7,43,65,98,1,85.52,Moderately,6
463.7,10,2,49,0.6,17,97,93,2,82.2,Moderately,4
456.8,8.1,2,49,0.6,48,76,102,3,80.84,Moderately,4
475,8.5,3,50,0.8,60,63,111,2,84.08,Moderately,5
406.1,8.1,3,50,0.5,20,114,112,0,92.28,Strongly,9
433.4,10,3,50,0.8,68,63,111,2,82.43,Moderately,5
439.4,12.3,2,49,0.7,21,100,94,0,88.78,Moderately,8
436.5,8.7,3,50,0.5,49,113,105,3,83.2,Moderately,5
470.4,7.6,2,49,0.7,44,72,81,0,90.17,Strongly,8
429.5,10.6,3,50,0.6,72,94,116,2,83.08,Moderately,5
414.4,10.8,2,50,0.5,76,106,119,2,82.49,Moderately,5
433.9,8.9,3,50,0.5,35,74,112,2,84.49,Moderately,6
456.1,12.7,3,49,0.5,65,94,89,1,85.14,Moderately,6
453.2,8.2,3,50,0.6,38,118,86,0,91.31,Strongly,9
471.4,12.1,3,50,0.6,40,78,108,0,90.24,Strongly,8
430.6,12.1,2,50,0.5,14,66,116,0,89.94,Moderately,8
423.7,11.7,2,49,0.7,62,94,89,2,82.39,Moderately,5
473.3,11,2,50,0.7,72,97,91,3,80.75,Moderately,4
467.5,12.1,3,49,0.8,48,73,89,2,82.84,Moderately,5
471.7,7.1,2,49,0.7,49,61,80,1,85.72,Moderately,6
431.6,11.6,3,50,0.5,51,50,106,2,83.13,Moderately,5
431.3,11,2,50,0.5,24,72,84,1,85.61,Moderately,6
425.1,10.5,3,49,0.8,24,100,100,2,83.32,Moderately,5
437.7,10.5,3,49,0.5,42,51,117,1,86.96,Moderately,7
448.7,9.1,2,49,0.7,58,66,80,2,81.57,Moderately,4
471.1,7.9,3,50,0.8,11,106,102,3,81.51,Moderately,4
409.7,10.9,2,50,0.5,28,75,88,0,90.13,Strongly,8
435.8,12.9,3,50,0.5,50,70,97,2,83.58,Moderately,5
404.6,8.4,3,50,0.8,57,69,90,1,84.83,Moderately,6
433.3,7.4,3,50,0.7,40,86,98,2,84.23,Moderately,5
401.3,7.6,2,50,0.7,62,83,119,1,86.26,Moderately,6
411.8,7.1,2,50,0.5,10,72,98,3,81.46,Moderately,4
437.3,10.8,2,50,0.5,40,87,107,1,85.21,Moderately,6
444.8,11.1,3,49,0.7,68,88,91,0,90.27,Strongly,8
430.4,11,3,49,0.6,51,104,107,2,82.9,Moderately,5
459.9,12.6,2,49,0.7,72,92,95,1,84.15,Moderately,5
446.4,7,3,49,0.8,76,61,117,0,92.03,Strongly,9
469.9,10.5,2,49,0.5,20,71,81,1,84.81,Moderately,6
466.8,8,2,50,0.7,21,66,115,2,83.95,Moderately,5
405.8,8.7,2,50,0.5,23,56,80,1,85.79,Moderately,6
420.1,10.3,3,49,0.5,70,77,113,1,87.38,Moderately,7
443.9,11.9,2,50,0.7,65,66,97,3,80.71,Moderately,4
474.1,8.8,2,50,0.7,32,81,118,1,85.5,Moderately,6
432.4,12.3,3,49,0.6,50,89,99,3,80.6,Moderately,4
454,8.7,3,49,0.6,33,53,109,1,86.8,Moderately,7
435.8,7.5,2,49,0.8,70,75,92,2,82.81,Moderately,5
432.8,8.8,3,50,0.5,55,87,117,0,91.99,Strongly,9
460.2,11.5,3,50,0.5,42,68,81,3,80.65,Moderately,4
468.6,7.2,2,50,0.6,41,73,118,0,90.99,Strongly,9
469.6,8.5,3,50,0.6,41,110,115,1,87.13,Moderately,7
434.4,12.8,3,49,0.7,71,62,91,1,84.49,Moderately,6
414.7,12.4,3,49,0.5,53,81,107,2,82.95,Moderately,5
443.5,7.8,2,49,0.6,27,71,105,1,86.68,Moderately,7
447.9,8.4,2,50,0.5,79,99,106,1,85.54,Moderately,6
430.9,8.8,2,49,0.8,11,80,87,2,81.73,Moderately,4
434.4,10.8,3,50,0.6,39,81,105,1,85.66,Moderately,6
416.6,12.9,2,49,0.7,31,119,85,3,80.52,Moderately,4
423.1,8.6,3,50,0.5,31,91,91,1,87.23,Moderately,7
445.6,12.6,2,49,0.7,44,103,81,1,83.98,Moderately,5
433,9.4,2,49,0.6,50,94,91,2,81.96,Moderately,4
427.7,9.4,2,50,0.7,53,89,108,1,85.74,Moderately,6
405.2,10.9,2,50,0.6,61,69,102,3,81,Moderately,4
474.6,8.6,2,50,0.5,47,58,119,0,92.03,Strongly,9
420.9,12.9,3,50,0.6,66,112,87,2,81.84,Moderately,4
462.1,11.9,3,49,0.5,79,113,105,2,84.07,Moderately,5
464,11,2,49,0.8,77,117,115,2,82.81,Moderately,5
456.6,10.5,3,50,0.6,24,60,114,2,84.64,Moderately,6
425.5,7.3,3,50,0.8,78,111,81,0,90.32,Strongly,8
467.6,8.7,3,49,0.7,10,74,88,3,81.11,Moderately,4
445.4,7.2,2,49,0.5,49,55,102,3,81.53,Moderately,4
420.1,7,3,50,0.6,55,56,104,1,87.69,Moderately,7
449.9,9.7,2,50,0.8,69,99,83,3,79.57,Weekly,3
410.9,8.3,3,49,0.6,19,117,112,2,84.17,Moderately,5
475.1,7.9,3,50,0.5,21,71,109,3,83.58,Moderately,5
418.1,8.4,2,49,0.8,39,107,88,2,82.65,Moderately,5
459.1,8.4,3,50,0.8,20,59,84,0,89.64,Moderately,8
428,11.6,2,49,0.5,57,97,111,2,83.37,Moderately,5
424.5,11.8,2,50,0.6,19,56,106,1,84.74,Moderately,6
452.2,12.1,3,49,0.8,51,88,119,1,85.25,Moderately,6
439.1,9.4,3,49,0.7,26,50,88,2,83.49,Moderately,5
457.1,12.2,3,49,0.6,51,87,104,0,90.98,Strongly,9
477,10.5,3,50,0.7,73,112,118,3,81.21,Moderately,4
429.6,9.8,2,49,0.7,46,78,108,2,83.06,Moderately,5
447,7.4,2,49,0.5,30,82,114,1,87.82,Moderately,7
416.1,7.5,3,50,0.5,22,87,114,2,85.39,Moderately,6
424.3,10.9,3,50,0.5,43,53,117,0,92.18,Strongly,9
454.6,9.9,3,50,0.5,54,95,114,2,84.13,Moderately,5
404.9,8.8,2,49,0.5,38,112,89,3,81.47,Moderately,4
421,11.8,2,50,0.5,71,66,97,3,80.05,Moderately,3
466.1,11.4,3,50,0.7,57,103,99,3,81.5,Moderately,4
406,7.5,3,50,0.5,26,114,108,2,85.82,Moderately,6
439.2,7.3,2,50,0.6,56,116,85,2,83.17,Moderately,5
427.3,11.2,2,49,0.6,31,115,110,2,82.22,Moderately,4
453.2,11.6,2,49,0.7,37,83,113,2,82.03,Moderately,4
451.3,12.8,2,49,0.8,19,97,87,1,85.02,Moderately,6
442.2,7.4,3,49,0.8,39,118,88,0,89.91,Moderately,8
443.7,9.3,3,49,0.6,49,82,91,2,82.82,Moderately,5
448.3,9.7,2,50,0.8,57,83,93,3,79.76,Weekly,3
415.4,8.3,2,50,0.6,34,111,109,2,83.65,Moderately,5
474,8.7,3,49,0.5,46,99,87,3,82.7,Moderately,5
472.4,12.6,2,50,0.8,46,104,101,2,81.49,Moderately,4
462.7,10.1,2,49,0.5,70,65,95,1,84.98,Moderately,6
401.1,11.7,3,50,0.6,11,83,103,2,82.69,Moderately,5
474.3,9.8,2,49,0.6,60,74,108,1,85.16,Moderately,6
442.9,10.7,3,49,0.8,56,54,108,0,89.64,Moderately,8
455.4,12.4,3,49,0.7,23,71,86,3,80.21,Moderately,3
477.1,8.5,3,49,0.8,67,52,96,1,85.31,Moderately,6
402.8,8.3,2,49,0.5,58,99,91,3,80.51,Moderately,4
451.2,12.6,3,50,0.6,28,96,113,0,90.31,Strongly,8
436.2,9.6,2,49,0.8,23,103,110,3,81.26,Moderately,4
451.7,10.4,2,49,0.7,43,67,107,2,83.03,Moderately,5
440.5,9.5,3,49,0.6,38,64,93,3,82.09,Moderately,4
400.3,11.7,3,49,0.5,76,51,107,1,85.57,Moderately,6
467.4,7.8,2,49,0.7,23,94,85,1,85.83,Moderately,6
417.2,12.8,2,49,0.7,22,88,99,1,84.27,Moderately,5
479.5,11.4,2,49,0.5,14,79,110,1,85.67,Moderately,6
416.4,12.9,3,50,0.5,59,68,114,3,81.16,Moderately,4
407.3,7.7,3,49,0.5,71,95,89,0,90.65,Strongly,8
446.4,11.9,2,49,0.5,45,95,84,0,89.98,Moderately,8
466.4,12.1,2,50,0.8,77,98,88,1,84.93,Moderately,6
455.3,7.3,3,49,0.6,28,77,89,1,87.44,Moderately,7
454.2,7.8,2,50,0.6,17,96,83,2,83.28,Moderately,5
470.6,12.9,2,50,0.8,77,88,80,1,83.78,Moderately,5
432.2,10.5,2,49,0.8,77,110,80,3,79.43,Weekly,3
415.2,12.1,3,49,0.8,44,57,113,1,84.95,Moderately,6
411.2,12.8,3,50,0.5,46,80,89,2,83.26,Moderately,5
444.3,10.7,2,50,0.7,19,67,110,1,85.82,Moderately,6
448.1,8.3,2,49,0.5,24,57,85,3,80.74,Moderately,4
465.9,7,3,50,0.5,65,66,114,2,85.62,Moderately,6
454.1,9.3,2,49,0.6,60,57,116,3,80.88,Moderately,4
460.4,9.6,3,49,0.7,73,115,81,0,90.28,Strongly,8
459.8,8,3,50,0.5,41,92,106,0,92.2,Strongly,9
464.5,11.1,3,49,0.8,68,64,84,1,84.45,Moderately,6
424.3,7.5,3,49,0.6,70,77,109,0,91.3,Strongly,9
466.7,9.3,3,50,0.8,60,85,91,0,89.43,Moderately,8
461.7,12.6,2,49,0.5,33,91,112,1,86.26,Moderately,6
417.5,11.2,3,50,0.8,79,104,89,2,81.63,Moderately,4
465,11.8,2,50,0.6,23,78,85,1,84.39,Moderately,6
436,10.7,2,49,0.6,70,52,81,3,79.72,Weekly,3
432.9,10.4,2,49,0.6,20,106,93,0,90.22,Strongly,8
414.2,7,3,50,0.6,29,107,106,2,84.28,Moderately,5
468.7,8.9,3,49,0.7,68,61,105,3,81.24,Moderately,4
455.3,11.6,3,49,0.5,22,75,101,0,91.77,Strongly,9
431.5,10.7,3,49,0.6,52,60,115,0,91.61,Strongly,9
475.5,12.2,2,50,0.7,54,55,80,2,81.32,Moderately,4
424.7,12.2,3,50,0.8,33,55,110,2,83.19,Moderately,5
460,10.8,2,50,0.7,31,59,85,3,80.77,Moderately,4
466.1,11.1,2,50,0.8,50,79,98,0,88.73,Moderately,8
403,11,3,49,0.8,47,65,110,1,85.98,Moderately,6
448,10.1,2,49,0.5,27,86,113,3,81.24,Moderately,4
450.2,8.4,3,50,0.7,59,109,117,2,84.59,Moderately,6
478,11.7,2,50,0.7,71,77,119,3,81.21,Moderately,4
468.8,11.5,3,49,0.7,53,52,115,1,86.62,Moderately,7
425,12,3,50,0.5,12,65,93,3,81.02,Moderately,4
443.4,8,2,50,0.5,19,64,115,0,91.18,Strongly,9
434.7,12.6,3,49,0.6,37,119,112,2,83.88,Moderately,5
470.5,8.7,3,49,0.6,48,62,97,2,84.41,Moderately,6
437.9,12.5,2,50,0.7,39,117,116,3,80.07,Moderately,3
411.4,7.7,3,50,0.5,66,73,86,3,82.34,Moderately,4
444.5,8.7,2,49,0.8,74,110,107,0,90.14,Strongly,8
454.1,7.8,2,49,0.5,62,96,108,1,86.07,Moderately,6
434.5,10.3,2,50,0.5,30,119,119,0,91.35,Strongly,9
401,7.7,3,49,0.5,77,72,84,0,90.31,Strongly,8
473.4,7.9,3,49,0.8,57,91,96,3,81.98,Moderately,4
465.1,12.9,3,49,0.8,45,82,109,3,80.41,Moderately,3
408.9,11.1,2,49,0.6,20,58,81,2,82.57,Moderately,5
442.3,7.4,2,49,0.6,23,56,108,2,84.23,Moderately,5
440.6,10.7,3,49,0.8,59,115,96,0,90.27,Strongly,8
405.2,11.1,2,49,0.6,13,119,86,1,85.39,Moderately,6
424.4,8.4,3,49,0.5,37,61,117,3,84.18,Moderately,5
465.4,8.8,2,50,0.8,38,66,93,1,85.5,Moderately,6
478.3,11.8,2,50,0.6,28,94,115,3,81.61,Moderately,4
425,9.2,3,49,0.8,25,62,96,3,80.64,Moderately,4
402.1,7.1,3,50,0.5,79,93,89,2,83.37,Moderately,5
428.3,7.1,2,50,0.5,34,80,81,3,80.71,Moderately,4
452.4,12.4,2,49,0.5,42,66,97,1,85.77,Moderately,6
477.3,9.3,2,49,0.5,44,114,116,0,91.79,Strongly,9
455.1,11.8,3,49,0.6,40,63,99,0,90.95,Strongly,9
461.1,10,3,49,0.6,13,95,87,2,83.87,Moderately,5
457,8.2,3,50,0.8,11,82,110,1,87.24,Moderately,7
458.2,10.2,3,50,0.5,13,68,83,1,86.77,Moderately,7
438.7,10.3,3,49,0.7,23,52,111,3,81.28,Moderately,4
456.1,10.8,3,49,0.5,78,115,98,3,82.2,Moderately,4
426.4,8.2,3,49,0.7,25,51,95,1,86.74,Moderately,7
458.7,11.3,2,50,0.8,47,106,86,1,85.03,Moderately,6
404.4,7.6,2,49,0.7,76,92,102,0,90.31,Strongly,8
443.8,12.5,2,50,0.7,35,85,86,1,84.06,Moderately,5
447.3,11.3,3,49,0.7,74,64,84,2,82.84,Moderately,5
436.4,7.7,2,49,0.6,51,109,89,0,89.49,Moderately,8
479.6,7.8,3,49,0.8,42,99,86,3,80.79,Moderately,4
464.5,12.7,3,49,0.5,20,98,81,1,85.21,Moderately,6
411.1,11,3,49,0.7,47,93,91,2,82.04,Moderately,4
451.8,11.6,3,50,0.8,75,117,94,1,85.5,Moderately,6
413,8.8,3,50,0.6,76,73,91,0,90.8,Strongly,8
420.8,12.4,3,50,0.5,19,51,107,3,82.37,Moderately,5
411.3,8.8,2,50,0.5,27,62,98,2,83.6,Moderately,5
420.6,8.9,3,50,0.6,37,58,97,3,82.22,Moderately,4
405.2,9.9,3,49,0.8,79,102,115,1,86.15,Moderately,6
467.5,9.9,2,50,0.8,62,102,112,0,90.14,Strongly,8
401,11.4,2,50,0.5,62,77,108,0,90.35,Strongly,8
400.9,7.1,2,49,0.6,77,62,95,3,80.46,Moderately,4
448.3,9,3,50,0.6,60,82,104,1,87.03,Moderately,7
433.1,8.3,3,50,0.7,13,114,95,3,82.21,Moderately,4
444.9,10.1,2,50,0.5,64,51,104,1,85.14,Moderately,6
428,12.1,3,49,0.7,45,67,110,2,83.47,Moderately,5
461.2,7.1,3,49,0.5,65,110,105,3,84.16,Moderately,5
465.7,9.7,2,50,0.5,15,104,107,0,90.39,Strongly,8
417.8,7.5,3,50,0.8,22,85,95,3,81.97,Moderately,4
426.4,7.5,2,50,0.6,33,102,109,3,82.14,Moderately,4
467,7.9,3,49,0.6,25,103,114,3,84.06,Moderately,5
432,8.3,2,50,0.6,64,102,88,1,85.67,Moderately,6
420.7,10.2,3,50,0.7,69,69,108,2,82.51,Moderately,5
448.9,12,3,49,0.7,45,102,86,0,89.14,Moderately,8
476.3,9.4,3,49,0.8,66,98,108,3,81.94,Moderately,4
479,9.9,3,50,0.8,67,70,94,3,80.37,Moderately,3
476.2,7.2,3,49,0.6,46,99,113,0,93.55,Strongly,10
466.4,7.8,2,49,0.7,20,66,107,1,85.55,Moderately,6
400.4,9.4,3,49,0.8,41,86,112,2,83.67,Moderately,5
417.1,12.2,2,49,0.5,57,86,113,0,90.52,Strongly,8
451.9,11.6,3,50,0.7,25,64,119,1,86.8,Moderately,7
453.8,10,2,49,0.7,10,87,116,3,80.74,Moderately,4
440.5,7.1,3,49,0.8,60,98,84,1,86.17,Moderately,6
452.4,7.3,2,49,0.8,37,74,80,3,79.97,Weekly,3
431.1,7,2,49,0.7,27,87,105,2,82.76,Moderately,5
463.2,8.7,2,49,0.6,77,62,95,3,81.36,Moderately,4
422.9,7.6,3,50,0.8,23,98,81,0,90.56,Strongly,8
434.1,10.4,3,49,0.8,39,51,91,2,82.04,Moderately,4
475.6,9.5,3,50,0.6,13,69,101,2,84.62,Moderately,6
473.8,11.8,3,49,0.6,10,74,110,2,84.47,Moderately,6
460.5,9.4,3,50,0.5,78,78,105,3,82.83,Moderately,5
404.7,11.5,2,49,0.8,12,55,87,1,85.04,Moderately,6
417,7.2,2,49,0.6,56,92,105,1,86.5,Moderately,7
405.7,10.5,3,50,0.5,72,109,107,1,86.84,Moderately,7
409.4,7.1,3,50,0.5,20,104,110,1,88.15,Moderately,7
409.6,12.5,3,49,0.7,45,104,118,1,86.26,Moderately,6
441.1,10.3,3,49,0.8,48,80,112,3,81.81,Moderately,4
410.1,7.9,2,49,0.6,42,63,90,3,80.36,Moderately,3
433.4,11.8,2,49,0.5,34,101,100,0,89.43,Moderately,8
454.1,10,2,49,0.8,38,117,110,2,82.99,Moderately,5
456.9,9.5,2,50,0.5,59,70,84,2,82.05,Moderately,4
429.8,10.3,3,50,0.5,73,119,88,1,85.32,Moderately,6
466.1,8,3,50,0.6,13,105,116,3,84.16,Moderately,5
434,11.2,2,49,0.6,27,94,85,1,85.38,Moderately,6
458.4,10.8,2,49,0.8,23,76,84,0,88.63,Moderately,8
403.7,7.8,2,49,0.7,16,57,85,1,84.63,Moderately,6
409.4,12.9,3,50,0.8,67,82,98,1,85.34,Moderately,6
441.2,9.8,2,50,0.5,52,61,105,3,80.75,Moderately,4
402.6,9.3,3,50,0.5,71,115,94,2,82.91,Moderately,5
420.5,12.2,2,49,0.6,24,54,99,1,85.54,Moderately,6
475.9,11.8,2,50,0.5,78,63,112,3,80.57,Moderately,4
418.2,7.9,3,50,0.7,43,64,80,0,90.56,Strongly,8
413.2,7.3,2,49,0.7,48,119,80,3,80.98,Moderately,4
425.5,7,2,49,0.6,75,102,107,0,91.1,Strongly,9
465.7,11,3,50,0.5,11,86,104,0,92.22,Strongly,9
474.2,10.1,2,49,0.8,21,63,96,1,84.52,Moderately,6
475.9,10.8,3,50,0.5,49,112,82,1,85.39,Moderately,6
456.9,11.9,3,50,0.7,40,82,102,3,80.56,Moderately,4
407.3,11.7,3,50,0.8,55,56,118,2,82.27,Moderately,4
458.7,9.5,3,50,0.5,53,72,95,1,87.15,Moderately,7
423.3,11,3,50,0.6,14,65,97,0,90.01,Strongly,8
431.5,12.3,2,49,0.5,21,64,93,1,84.72,Moderately,6
465.1,12.7,3,50,0.7,49,96,96,0,90.3,Strongly,8
414.6,9.3,2,49,0.8,33,77,88,3,80.75,Moderately,4
466.6,7.8,2,50,0.6,20,109,91,1,86.29,Moderately,6
426.3,11.4,3,49,0.8,14,85,105,3,80.56,Moderately,4
431.2,11,2,50,0.5,62,63,110,3,81.56,Moderately,4
420.6,9.5,3,50,0.7,40,81,91,0,89.57,Moderately,8
412.1,9.6,2,49,0.7,11,77,101,1,84.76,Moderately,6
410.8,10,3,49,0.8,42,55,83,1,84.51,Moderately,6
459.8,8.5,2,50,0.6,63,95,84,2,81.93,Moderately,4
461,12.9,3,50,0.7,57,94,116,1,85.24,Moderately,6
457.3,9.8,2,50,0.5,40,75,85,2,83.13,Moderately,5
461.9,8.3,2,50,0.6,40,71,96,0,89.69,Moderately,8
400.2,8.6,2,49,0.5,74,104,113,2,82.82,Moderately,5
451.8,10.4,3,50,0.7,34,77,88,3,80.43,Moderately,3
464.6,10,2,49,0.7,10,63,103,2,82.24,Moderately,4
454.8,10,3,49,0.6,17,73,99,1,87.04,Moderately,7
423.5,10.8,3,50,0.8,39,114,81,3,80.89,Moderately,4
466.9,7.6,2,50,0.5,65,119,89,1,86.37,Moderately,6
455.2,9.7,3,49,0.6,27,50,108,1,86.45,Moderately,7
429.3,7.2,3,49,0.6,24,98,93,0,92.15,Strongly,9
435.9,11.1,3,49,0.6,14,58,109,2,84.32,Moderately,5
425.3,9.1,3,49,0.5,74,110,89,2,83.96,Moderately,5
427,11.2,2,49,0.5,66,83,100,2,82.09,Moderately,4
436.6,10.5,3,50,0.5,69,118,87,2,83.58,Moderately,5
449.3,10.4,2,49,0.6,15,54,106,0,90.7,Strongly,8
431.3,12,3,49,0.8,24,87,85,2,82.76,Moderately,5
415.9,7.7,2,50,0.6,41,93,100,1,85.21,Moderately,6
462.8,12.4,3,50,0.8,61,76,114,1,84.98,Moderately,6
468.4,11.8,2,49,0.5,36,64,117,2,83.85,Moderately,5
470.3,7.9,2,50,0.8,60,84,99,1,84.71,Moderately,6
432.7,8.1,2,49,0.6,23,101,95,1,85.22,Moderately,6
459.3,7.5,3,50,0.5,41,99,101,1,88.5,Moderately,7
418.6,9.5,3,50,0.7,14,101,83,2,83.24,Moderately,5
442.9,8.2,3,49,0.7,41,64,103,1,87.03,Moderately,7
414.5,12.5,3,50,0.6,65,66,92,3,81.18,Moderately,4
427.6,9.9,2,50,0.6,44,50,88,0,89.98,Moderately,8
420,8.2,3,50,0.5,72,96,112,2,85.23,Moderately,6
460.9,8.1,2,49,0.7,28,64,112,0,91.09,Strongly,9
444.7,12.6,3,50,0.8,63,53,102,2,81.88,Moderately,4
417.4,9.2,2,50,0.5,17,69,82,3,81.32,Moderately,4
445.9,8.8,3,50,0.8,62,98,90,1,84.89,Moderately,6
420.4,7.5,2,50,0.8,16,75,118,3,80.85,Moderately,4
409.9,11.2,2,50,0.8,27,103,96,2,82.45,Moderately,5
472.8,7.1,3,50,0.7,30,113,93,1,87.24,Moderately,7
443.8,10.6,3,50,0.7,44,60,116,3,82.15,Moderately,4
443.2,11.6,3,50,0.5,30,103,88,0,90.97,Strongly,9
433.7,12.2,3,50,0.8,46,66,104,1,84.72,Moderately,6
430.9,11.2,2,49,0.6,46,96,105,0,89.25,Moderately,8
451.4,9,3,49,0.5,70,101,116,3,82.66,Moderately,5
